id,firstname,lastname,college,affiliation,date,country,start,pro,pounds,jersey,active,pos,height(in)
1872,Keldon,Johnson,Kentucky,Kentucky/USA,1999-10-11,USA,2019,2,220,3,True,F-G,78
1874,Romeo,Langford,Indiana,Indiana/USA,1999-10-25,USA,2019,2,216,35,True,G-F,77
1875,Nassir,Little,North Carolina,North Carolina/USA,2000-02-11,USA,2019,2,220,10,True,F-G,77
1877,Terance,Mann,Florida State,Florida State/USA,1996-10-18,USA,2019,2,215,14,True,G-F,77
1879,Cody,Martin,Nevada,Nevada/USA,1995-09-28,USA,2019,2,205,11,True,F,78
1880,Jalen,McDaniels,San Diego State,San Diego State/USA,1998-01-31,USA,2019,2,205,6,True,F-C,81
1881,Ja,Morant,Murray State,Murray State/USA,1999-08-10,USA,2019,2,174,12,True,G,75
1882,Jaylen,Nowell,Washington,Washington/USA,1999-07-09,USA,2019,2,201,4,True,G,76
1883,Chuma,Okeke,Auburn,Auburn/USA,1998-08-18,USA,2020,1,229,3,True,F,78
1886,Eric,Paschall,Villanova,Villanova/USA,1996-11-04,USA,2019,2,255,9,True,F,78
1887,Jordan,Poole,Michigan,Michigan/USA,1999-06-19,USA,2019,2,194,3,True,G,76
1888,Kevin,Porter Jr.,Southern California,Southern California/USA,2000-05-04,USA,2019,2,203,3,True,G-F,76
1890,Isaiah,Roby,Nebraska,Nebraska/USA,1998-02-03,USA,2019,2,230,22,True,F,80
1896,Matisse,Thybulle,Washington,Washington/USA,1997-03-04,USA,2019,2,201,22,True,G-F,77
1897,P.J.,Washington,Kentucky,Kentucky/USA,1998-08-23,USA,2019,2,230,25,True,F,79
1898,Tremont,Waters,Louisiana State,Louisiana State/USA,1998-01-10,USA,2019,2,175,51,True,G,70
1899,Quinndary,Weatherspoon,Mississippi State,Mississippi State/USA,1996-09-10,USA,2019,2,205,12,True,G,75
1901,Grant,Williams,Tennessee,Tennessee/USA,1998-11-30,USA,2019,2,236,12,True,F,78
1902,Zion,Williamson,Duke,Duke/USA,2000-07-06,USA,2019,2,284,1,True,F,78
1903,Dylan,Windler,Belmont,Belmont/USA,1996-09-22,USA,2020,1,196,9,True,G-F,78
1946,Aric,Holman,Mississippi State,Mississippi State/USA,1997-07-11,USA,0,0,225,35,True,F-C,81
1948,DaQuan,Jeffries,Tulsa,Tulsa/USA,1997-08-30,USA,2019,3,225,8,True,G-F,77
2051,Max,Strus,DePaul,DePaul/USA,1996-03-28,USA,2019,2,220,31,True,G-F,77
2077,Zylan,Cheatham,Arizona State,Arizona State/USA,1995-11-17,USA,2019,1,220,45,True,F,80
2111,Charlie,Brown Jr.,St. Joseph's (PA),St. Joseph's (PA)/USA,1997-02-02,USA,2019,2,199,16,True,G,78
2115,Amir,Coffey,Minnesota,Minnesota/USA,1997-06-17,USA,2019,2,210,7,True,G-F,79
2131,Louis,King,Oregon,Oregon/USA,1999-04-06,USA,2019,1,205,23,True,F,79
2152,Rayjon,Tucker,Arkansas-Little Rock,Arkansas-Little Rock/USA,1997-09-24,USA,2019,2,209,59,True,G,75
2166,Tyler,Cook,Iowa,Iowa/USA,1997-09-23,USA,2019,2,245,25,True,F,80
2177,John,Konchar,Indiana-Purdue Fort Wayne,Indiana-Purdue Fort Wayne/USA,1996-03-22,USA,2019,2,210,46,True,G,77
2182,Keifer,Sykes,Wisc.-Green Bay,Wisconsin-Green Bay/USA,1993-12-30,USA,2021,0,180,28,True,G,72
2207,Justin,Robinson,Virginia Tech,Virginia Tech/USA,1997-10-12,USA,2019,2,195,55,True,G,73
2325,Armoni,Brooks,Houston,Houston/USA,1998-06-05,USA,2020,1,195,1,True,G,75
2381,Terence,Davis,Mississippi,Mississippi/USA,1997-05-16,USA,2019,2,201,3,True,G,76
2387,Devontae,Cacok,North Carolina-Wilmington,North Carolina-Wilmington/USA,1996-10-08,USA,2019,2,240,18,True,F,79
2388,Jeremiah,Martin,Memphis,Memphis/USA,1996-06-19,USA,2019,2,185,3,True,G,74
2389,Garrison,Mathews,Lipscomb,Lipscomb/USA,1996-10-24,USA,2019,2,215,25,True,G,77
2392,Dean,Wade,Kansas State,Kansas State/USA,1996-11-20,USA,2019,2,228,32,True,F-C,81
2398,Jordan,Caroline,"University of Nevada, Reno","University of Nevada, Reno/USA",1996-01-15,USA,0,0,230,17,True,F-G,79
2404,Javonte,Green,Radford,Radford/USA,1993-07-23,USA,2019,2,205,24,True,G-F,77
2405,Dakota,Mathias,Purdue,Purdue/USA,1995-07-11,USA,2020,1,200,33,True,G,76
2410,Caleb,Martin,Nevada,Nevada/USA,1995-09-28,USA,2019,2,205,16,True,F,77
2417,Hassani,Gravett,South Carolina,South Carolina/USA,1996-07-16,USA,2021,0,187,12,True,G,74
2418,Vic,Law,Northwestern,Northwestern/USA,1995-12-19,USA,0,1,201,23,True,F,79
2422,Josh,Reaves,Penn State,Penn State/USA,1997-06-04,USA,0,1,214,23,True,G-F,76
2423,Matt,Thomas,Iowa State,Iowa State/USA,1994-08-04,USA,2019,2,190,21,True,G,75
2428,Moses,Brown,UCLA,UCLA/USA,1999-10-13,USA,2019,2,245,6,True,C,86
2436,Jared,Harper,Auburn,Auburn/USA,1997-09-14,USA,2019,2,175,2,True,G,70
2439,Tariq,Owens,Texas Tech,Texas Tech/USA,1995-06-30,USA,0,1,205,41,True,F,82
2440,Keljin,Blevins,Montana State,Montana State/USA,1995-11-24,USA,2020,1,200,21,True,G,76
2451,Juan,Toscano-Anderson,Marquette,Marquette/USA,1993-04-10,USA,2019,2,209,95,True,F,78
2466,Daulton,Hommes,Point Loma,Point Loma/USA,1996-07-04,USA,0,0,215,34,True,F,80
2474,Matt,Mooney,Texas Tech,Texas Tech/USA,1997-02-07,USA,2019,1,199,31,True,G,74
2505,Naz,Reid,Louisiana State,Louisiana State/USA,1999-08-26,USA,2019,2,264,11,True,C-F,81
2532,Devin,Cannady,Princeton,Princeton/USA,1996-05-21,USA,2020,1,183,30,True,G,74
2551,Kevin,Hervey,Texas-Arlington,Texas-Arlington/USA,1996-07-09,USA,0,1,230,15,True,F,81
2557,Jontay,Porter,Missouri,Missouri/USA,1999-11-15,USA,2020,0,240,4,True,C-F,83
2563,Cole,Anthony,North Carolina,North Carolina/USA,2000-05-15,USA,2020,1,185,50,True,G,75
2566,LaMelo,Ball,Illawarra,Illawarra/USA,2001-08-22,USA,2020,1,180,1,True,G,79
2568,Desmond,Bane,TCU,TCU/USA,1998-06-25,USA,2020,1,215,22,True,G,77
2569,Saddiq,Bey,Villanova,Villanova/USA,1999-04-09,USA,2020,1,215,41,True,F,79
2570,Tyler,Bey,Colorado,Colorado/USA,1998-02-10,USA,2020,1,215,2,True,F,79
2574,Vernon,Carey Jr.,Duke,Duke/USA,2001-02-25,USA,2020,1,270,13,True,F-C,81
2579,Javin,DeLaurier,Duke,Duke/USA,1998-04-07,USA,0,0,234,12,True,C,82
2584,Anthony,Edwards,Georgia,Georgia/USA,2001-08-05,USA,2020,1,225,1,True,G,76
2585,CJ,Elleby,Washington State,Washington State/USA,2000-06-16,USA,2020,1,200,16,True,F-G,78
2586,Malik,Fitts,St. Mary's College,St. Mary's College/USA,1997-07-04,USA,2020,1,230,8,True,F,77
2587,Malachi,Flynn,San Diego State,San Diego State/USA,1998-05-09,USA,2020,1,175,22,True,G,73
2589,Trent,Forrest,Florida State,Florida State/USA,1998-06-12,USA,2020,1,210,3,True,G,76
2590,Anthony,Gill,Virginia,Virginia/USA,1992-10-17,USA,2020,1,230,16,True,F,79
2597,R.J.,Hampton,New Zealand Breakers,New Zealand Breakers/USA,2001-02-07,USA,2020,1,175,13,True,G,76
2602,Elijah,Hughes,Syracuse,Syracuse/USA,1998-03-10,USA,2020,1,215,19,True,G,77
2604,Isaiah,Joe,Arkansas,Arkansas/USA,1999-07-02,USA,2020,1,165,7,True,G,76
2605,Mason,Jones,Arkansas,Arkansas/USA,1998-07-21,USA,2020,1,200,40,True,G,76
2606,Tre,Jones,Duke,Duke/USA,2000-01-08,USA,2020,1,185,33,True,G,73
2607,Nathan,Knight,William & Mary,William & Mary/USA,1997-09-20,USA,2020,1,253,13,True,F-C,82
2609,Anthony,Lamb,Vermont,Vermont/USA,1998-01-20,USA,2020,1,227,33,True,F,78
2610,Saben,Lee,Vanderbilt,Vanderbilt/USA,1999-06-23,USA,2020,1,183,38,True,G,74
2611,Kira,Lewis Jr.,Alabama,Alabama/USA,2001-04-06,USA,2020,1,170,13,True,G,73
2617,Kenyon,Martin Jr.,IMG Academy (FL),IMG Academy (FL)/USA,2001-01-06,USA,2020,1,215,6,True,F,77
2620,Skylar,Mays,Louisiana State,Louisiana State/USA,1997-09-05,USA,2020,1,205,4,True,G,76
2621,Jaden,McDaniels,Washington,Washington/USA,2000-09-29,USA,2020,1,185,3,True,F,81
2626,Aaron,Nesmith,Vanderbilt,Vanderbilt/USA,1999-10-16,USA,2020,1,215,23,True,G-F,77
2627,Zeke,Nnaji,Arizona,Arizona/USA,2001-01-09,USA,2020,1,240,22,True,F-C,81
2628,Jordan,Nwora,Louisville,Louisville/USA,1998-09-09,USA,2020,1,225,13,True,F,80
2629,Onyeka,Okongwu,Southern California,Southern California/USA,2000-12-11,USA,2020,1,240,17,True,F-C,80
2630,Isaac,Okoro,Auburn,Auburn/USA,2001-01-26,USA,2020,1,225,35,True,F-G,77
2631,Daniel,Oturu,Minnesota,Minnesota/USA,1999-09-20,USA,2020,1,240,10,True,C,80
2634,Myles,Powell,Seton Hall,Seton Hall/USA,1997-07-07,USA,2021,0,195,5,True,G,74
2635,Payton,Pritchard,Oregon,Oregon/USA,1998-01-28,USA,2020,1,195,11,True,G,73
2636,Immanuel,Quickley,Kentucky,Kentucky/USA,1999-06-17,USA,2020,1,190,5,True,G,75
2638,Paul,Reed,DePaul,DePaul/USA,1999-06-14,USA,2020,1,210,44,True,F,81
2640,Grant,Riller,College of Charleston,College of Charleston/USA,1997-02-08,USA,2020,1,190,5,True,G,73
2642,Nathan,Sestina,Kentucky,Kentucky/USA,1997-05-12,USA,0,0,234,41,True,F,81
2644,Jalen,Smith,Maryland,Maryland/USA,2000-03-16,USA,2020,1,215,25,True,F-C,82
2645,Xavier,Sneed,Kansas State,Kansas State/USA,1997-12-21,USA,2021,0,215,19,True,F,77
2646,Cassius,Stanley,Duke,Duke/USA,1999-08-18,USA,2020,1,190,2,True,G,77
2647,Lamar,Stevens,Penn State,Penn State/USA,1997-07-09,USA,2020,1,230,8,True,F,78
2648,Isaiah,Stewart,Washington,Washington/USA,2001-05-22,USA,2020,1,250,28,True,F-C,80
2650,Jae'Sean,Tate,Ohio State,Ohio State/USA,1995-10-28,USA,2020,1,230,8,True,F,76
2652,Tyrell,Terry,Stanford,Stanford/USA,2000-09-28,USA,2020,1,160,3,True,G,74
2653,Jon,Teske,Michigan,Michigan/USA,1997-05-04,USA,2021,0,265,15,True,C,85
2654,Brodric,Thomas,Truman State,Truman State/USA,1997-01-28,USA,2020,1,185,97,True,G,77
2656,Xavier,Tillman,Michigan State,Michigan State/USA,1999-01-12,USA,2020,1,245,2,True,F,80
2658,Obi,Toppin,Dayton,Dayton/USA,1998-03-04,USA,2020,1,220,1,True,F,81
2661,Devin,Vassell,Florida State,Florida State/USA,2000-08-23,USA,2020,1,200,24,True,G-F,77
2664,Patrick,Williams,Florida State,Florida State/USA,2001-08-26,USA,2020,1,215,44,True,F,79
2665,Cassius,Winston,Michigan State,Michigan State/USA,1998-02-28,USA,2020,1,185,5,True,G,73
2666,James,Wiseman,Memphis,Memphis/USA,2001-03-31,USA,2020,1,240,33,True,C,84
2667,Robert,Woodard II,Mississippi State,Mississippi State/USA,1999-09-22,USA,2020,1,235,42,True,F,78
2668,Naji,Marshall,Xavier,Xavier/USA,1998-01-24,USA,2020,1,220,8,True,F,79
2671,Trevelin,Queen,New Mexico State,New Mexico State/USA,1997-02-25,USA,2021,0,190,8,True,G,78
2672,Nate,Hinton,Houston,Houston/USA,1999-06-08,USA,2020,1,210,14,True,G-F,77
2782,Mike,James,Lamar,Lamar/USA,1990-08-18,USA,2017,2,175,55,True,G,73
2789,Scottie,Barnes,Florida State,Florida State/USA,2001-08-01,USA,2021,0,225,4,True,F,79
2792,Brandon,Boston Jr.,Kentucky,Kentucky/USA,2001-11-28,USA,2021,0,188,4,True,G,78
2793,James,Bouknight,Connecticut,Connecticut/USA,2000-09-18,USA,2021,0,190,2,True,G,76
2794,Chaundee,Brown Jr.,Michigan,Michigan/USA,1998-12-04,USA,2021,0,215,38,True,F,77
2795,Greg,Brown III,Texas,Texas/USA,2001-09-01,USA,2021,0,206,4,True,F,79
2796,Jared,Butler,Baylor,Baylor/USA,2000-08-25,USA,2021,0,193,13,True,G,75
2798,Justin,Champagnie,Pittsburgh,Pittsburgh/USA,2001-06-29,USA,2021,0,206,11,True,G-F,78
2799,Josh,Christopher,Arizona State,Arizona State/USA,2001-12-08,USA,2021,0,215,9,True,G,75
2800,Sharife,Cooper,Auburn,Auburn/USA,2001-06-11,USA,2021,0,176,2,True,G,73
2801,Cade,Cunningham,Oklahoma State,Oklahoma State/USA,2001-09-25,USA,2021,0,220,2,True,G,78
2802,Ayo,Dosunmu,Illinois,Illinois/USA,2000-01-17,USA,2021,0,200,12,True,G,76
2804,David,Duke Jr.,Providence,Providence/USA,1999-10-13,USA,2021,0,204,6,True,G,76
2805,Kessler,Edwards,Pepperdine,Pepperdine/USA,2000-08-09,USA,2021,0,203,14,True,F,79
2807,Luka,Garza,Iowa,Iowa/USA,1998-12-27,USA,2021,0,243,55,True,C,82
2811,Quentin,Grimes,Houston,Houston/USA,2000-05-08,USA,2021,0,210,6,True,G,76
2812,Sam,Hauser,Virginia,Virginia/USA,1997-12-08,USA,2021,0,217,30,True,F,79
2813,Aaron,Henry,Michigan State,Michigan State/USA,1999-08-30,USA,2021,0,210,50,True,F,77
2816,Bones,Hyland,Virginia Commonwealth,Virginia Commonwealth/USA,2000-09-14,USA,2021,0,169,3,True,G,74
2817,Isaiah,Jackson,Kentucky,Kentucky/USA,2002-01-10,USA,2021,0,205,22,True,F,82
2818,David,Johnson,Louisville,Louisville/USA,2001-02-26,USA,2021,0,203,13,True,G,76
2819,Jalen,Johnson,Duke,Duke/USA,2001-12-18,USA,2021,0,219,1,True,F,80
2820,Keon,Johnson,Tennessee,Tennessee/USA,2002-03-10,USA,2021,0,185,6,True,G,76
2822,Herbert,Jones,Alabama,Alabama/USA,1998-10-06,USA,2021,0,206,5,True,F,79
2825,Corey,Kispert,Gonzaga,Gonzaga/USA,1999-03-03,USA,2021,0,224,24,True,F,78
2828,Scottie,Lewis,Florida,Florida/USA,2000-03-12,USA,2021,0,185,16,True,G,77
2829,Isaiah,Livers,Michigan,Michigan/USA,1998-07-28,USA,2021,0,232,12,True,F,78
2831,Tre,Mann,Florida,Florida/USA,2001-02-03,USA,2021,0,178,23,True,G,75
2832,Miles,McBride,West Virginia,West Virginia/USA,2000-09-08,USA,2021,0,195,2,True,G,73
2833,Mac,McClung,Texas Tech,Texas Tech/USA,1999-01-06,USA,2021,0,185,37,True,G,74
2834,Davion,Mitchell,Baylor,Baylor/USA,1998-09-05,USA,2021,0,202,15,True,G,72
2835,Evan,Mobley,Southern California,Southern California/USA,2001-06-18,USA,2021,0,215,4,True,C,83
2836,Moses,Moody,Arkansas,Arkansas/USA,2002-05-31,USA,2021,0,211,4,True,G,77
2837,Trey,Murphy III,Virginia,Virginia/USA,2000-06-18,USA,2021,0,206,25,True,F,80
2840,Jamorko,Pickett,Georgetown,Georgetown/USA,1997-12-24,USA,2021,0,206,24,True,F,81
2842,Jason,Preston,Ohio,Ohio/USA,1999-08-10,USA,0,0,181,17,True,G,75
2845,Austin,Reaves,Oklahoma,Oklahoma/USA,1998-05-29,USA,2021,0,197,15,True,G,77
2846,Jeremiah,Robinson-Earl,Villanova,Villanova/USA,2000-11-03,USA,2021,0,242,50,True,F,80
2848,Day'Ron,Sharpe,North Carolina,North Carolina/USA,2001-11-06,USA,2021,0,265,20,True,C,81
2849,Jericho,Sims,Texas,Texas/USA,1998-10-20,USA,2021,0,250,45,True,C,81
2851,Jaden,Springer,Tennessee,Tennessee/USA,2002-09-25,USA,2021,0,202,11,True,G,76
2852,Jalen,Suggs,Gonzaga,Gonzaga/USA,2001-06-03,USA,2021,0,205,4,True,G,77
2853,Terry,Taylor,Austin Peay,Austin Peay/USA,1999-09-23,USA,2021,0,230,21,True,F,77
2854,MaCio,Teague,Baylor,Baylor/USA,1997-06-11,USA,0,0,195,31,True,G,76
2856,JT,Thor,Auburn,Auburn/USA,2002-08-26,USA,2021,0,203,21,True,F,81
2857,Isaiah,Todd,NBA G League Ignite,NBA G League Ignite/USA,2001-10-17,USA,2021,0,219,14,True,F,81
2859,Ish,Wainright,Baylor,Baylor/USA,1994-09-12,USA,2021,0,250,12,True,F,77
2861,Trendon,Watford,Louisiana State,Louisiana State/USA,2000-11-09,USA,2021,0,237,2,True,F,80
2862,Joe,Wieskamp,Iowa,Iowa/USA,1999-08-23,USA,2021,0,205,15,True,G-F,78
2863,Aaron,Wiggins,Maryland,Maryland/USA,1999-01-02,USA,2021,0,190,21,True,G,76
2864,Ziaire,Williams,Stanford,Stanford/USA,2001-09-12,USA,2021,0,185,8,True,F,81
2865,McKinley,Wright IV,Colorado,Colorado/USA,1998-10-25,USA,2021,0,192,25,True,G,71
2878,Jeff,Dowtin,Rhode Island,Rhode Island/USA,1997-05-10,USA,2021,0,180,15,True,G,75
2884,DeJon,Jarreau,Houston,Houston/USA,1998-01-23,USA,2021,0,185,33,True,G,77
2901,RJ,Nembhard Jr.,TCU,TCU/USA,1999-03-22,USA,2021,0,200,5,True,G,77
2914,Jordan,Schakel,San Diego State,San Diego State/USA,1998-06-13,USA,2021,0,200,20,True,G,78
2917,Javonte,Smart,Louisiana State,Louisiana State/USA,1999-06-03,USA,2021,0,205,15,True,G,76
2922,DJ,Stewart,Mississippi State,Mississippi State/USA,1999-07-28,USA,0,0,205,18,True,G,78
2940,Derrick,Alston Jr.,Boise State,Boise State/USA,1997-09-17,USA,0,0,190,10,True,F,81
2941,Jose,Alvarado,Georgia Tech,Georgia Tech/USA,1998-04-12,USA,2021,0,179,15,True,G,72
3067,Feron,Hunt,Southern Methodist,Southern Methodist/USA,1999-07-05,USA,2021,0,195,44,True,F,80
3081,Carlik,Jones,Louisville,Louisville/USA,1997-12-23,USA,2021,0,185,22,True,G,73
3091,Braxton,Key,Virginia,Virginia/USA,1997-02-14,USA,2021,0,225,8,True,F,80
3154,Daishen,Nix,NBA G League Ignite,NBA G League Ignite/USA,2002-02-13,USA,2021,0,224,15,True,G,77
3195,Matt,Ryan,Tennessee-Chattanooga,Tennessee-Chattanooga/USA,1997-04-17,USA,2021,0,215,37,True,F,79
3258,MJ,Walker,Florida State,Florida State/USA,1998-03-28,USA,2021,0,213,21,True,G,77
3278,Moses,Wright,Georgia Tech,Georgia Tech/USA,1998-12-23,USA,2021,0,233,5,True,F,81
3380,Malcolm,Hill,Illinois,Illinois/USA,1995-10-26,USA,2021,0,220,14,True,F,78
3396,Xavier,Moon,Morehead State,Morehead State/USA,1995-01-02,USA,2021,0,165,15,True,G,74
3398,Brandon,Williams,Arizona,Arizona/USA,1999-11-22,USA,2021,0,190,8,True,G,74
3404,Lindy,Waters III,Oklahoma State,Oklahoma State/USA,1997-07-28,USA,2021,0,215,12,True,F,78
